ID,Nome,Cognome,Telefono,Professione,Richiami,AnnoInizio
00037,Sara,Esposito,+395521948421,Chimico,3,2024
00038,Chiara,Esposito,+393963531156,Ingegnere,0,2008
00039,Giorgio,Rossi,+396890097400,Capo settore industriale,0,2010
00040,Elena,Gallo,+392491368395,Capo settore industriale,5,2024
00041,Giorgio,Fontana,+391167709892,Ingegnere,4,2021
00042,Sara,Esposito,+396368368295,Informatico,5,1996
00043,Marco,Fontana,+396324666922,Chimico,0,2012
00044,Sara,Rossi,+393227687918,Capo settore industriale,0,2011
00045,Elena,Conti,+394933562112,Chimico,4,2017
00046,Chiara,Esposito,+399513893620,Chimico,5,1997
00047,Giorgio,Lombardi,+392979794213,Chimico,5,2002
00048,Giulia,Fontana,+394573408050,Chimico,0,2012
00049,Sara,Fontana,+397744905488,Chimico,5,2007
00050,Francesco,Bianchi,+392470968647,Informatico,1,2013
00051,Marco,Verdi,+399438059459,Ingegnere,4,2005
00052,Anna,Esposito,+395493744196,Capo settore industriale,3,2000
00053,Sara,Gallo,+391196949248,Ingegnere,1,2013
00054,Francesco,Gallo,+395259759921,Chimico,4,2009
00055,Luca,Fontana,+399510634398,Informatico,4,2020
00056,Sara,Lombardi,+397570861361,Ingegnere,1,1997
00057,Elena,Verdi,+392024689290,Informatico,5,2017
00058,Francesco,Greco,+394167339481,Chimico,3,2014
00059,Paolo,Lombardi,+392221746972,Ingegnere,5,2022
00060,Anna,Esposito,+391828625086,Informatico,3,2022
00061,Luca,Lombardi,+397313419734,Chimico,0,2006
00062,Marco,Lombardi,+393374351751,Informatico,2,2001
00063,Giulia,Greco,+392832774906,Chimico,4,2013
00064,Marco,Conti,+391936782038,Informatico,1,1995
00065,Elena,Gallo,+393496107606,Ingegnere,4,2016
00066,Sara,Conti,+399823423371,Informatico,4,2008
00067,Chiara,Fontana,+398475381146,Ingegnere,1,1999
00068,Luca,Conti,+395810514724,Chimico,3,2020
00069,Giulia,Rossi,+395216283293,Informatico,0,2004
00070,Paolo,Gallo,+394449256661,Chimico,2,2003
00071,Francesco,Verdi,+392613737245,Capo settore industriale,1,2007
00072,Paolo,Gallo,+397640935598,Ingegnere,1,1997
00073,Anna,Verdi,+399119362930,Ingegnere,1,2009
00074,Chiara,Esposito,+393677419538,Informatico,2,2006
00075,Elena,Esposito,+392926967485,Capo settore industriale,5,2005
00076,Luca,Esposito,+390636563843,Ingegnere,4,2002
00077,Paolo,Greco,+397903821671,Capo settore industriale,3,2002
00078,Luca,Greco,+391027259024,Chimico,3,2005
00079,Chiara,Verdi,+393256834828,Capo settore industriale,0,2001
00080,Francesco,Rossi,+395793534046,Ingegnere,3,2007
00081,Giulia,Bianchi,+399632788228,Capo settore industriale,2,2023
00082,Marco,Fontana,+393289908346,Chimico,3,2016
00083,Elena,Bianchi,+397236864415,Chimico,4,2019
00084,Giulia,Bianchi,+390812583069,Chimico,0,2012
00085,Sara,Lombardi,+398564301374,Chimico,0,2015
00086,Chiara,Lombardi,+396326613194,Ingegnere,4,2017
00087,Chiara,Bianchi,+392303314621,Informatico,3,2016
00088,Elena,Gallo,+392685117416,Chimico,0,2019
00089,Luca,Verdi,+392569362145,Capo settore industriale,0,2012
00090,Elena,Fontana,+394375185380,Chimico,3,2022
00091,Paolo,Bianchi,+399051352901,Capo settore industriale,4,1998
00092,Marco,Bianchi,+392686836639,Informatico,0,1998
00093,Marco,Fontana,+396073445660,Informatico,0,2004
00094,Francesco,Rossi,+394875172127,Chimico,5,1998
00095,Chiara,Esposito,+391447135030,Chimico,0,2002
00096,Paolo,Rossi,+395823170525,Capo settore industriale,5,2010
00097,Anna,Conti,+392790337661,Informatico,0,1998
00098,Chiara,Neri,+396427364369,Informatico,3,1997
00099,Anna,Conti,+398048558586,Ingegnere,5,1999
00100,Giorgio,Bianchi,+392689649861,Chimico,3,2021
00101,Sara,Neri,+394496611304,Ingegnere,5,2003
00102,Luca,Fontana,+398280950580,Informatico,1,2011
00103,Paolo,Greco,+396091818056,Chimico,5,2000
00104,Marco,Greco,+399192448659,Capo settore industriale,0,2009
00105,Giorgio,Verdi,+399244745284,Chimico,3,2000
00106,Francesco,Fontana,+398029212502,Ingegnere,1,1998
00107,Giorgio,Lombardi,+394213402593,Capo settore industriale,5,2014
00108,Giulia,Lombardi,+391104021932,Informatico,3,2007
00109,Anna,Gallo,+397303648431,Ingegnere,2,1998
00110,Elena,Lombardi,+393639924669,Chimico,2,1999
00111,Giulia,Lombardi,+390865481594,Capo settore industriale,0,2015
00112,Elena,Bianchi,+391639518505,Chimico,2,2003
00113,Anna,Lombardi,+393963007534,Ingegnere,3,2018
00114,Marco,Neri,+392218782286,Chimico,2,2023
00115,Francesco,Bianchi,+398968090228,Ingegnere,1,2014
00116,Francesco,Lombardi,+393201543093,Informatico,5,2004
00117,Marco,Rossi,+398879685105,Informatico,3,2024
00118,Francesco,Neri,+390003185381,Ingegnere,0,2020
00119,Chiara,Rossi,+397680845309,Ingegnere,2,2024
00120,Anna,Conti,+393070117273,Ingegnere,0,2019
00121,Giorgio,Fontana,+398136821124,Informatico,5,1997
00122,Giulia,Gallo,+395498979463,Chimico,4,2018
00123,Chiara,Gallo,+395538333811,Informatico,1,2001
00124,Sara,Gallo,+395409608911,Capo settore industriale,3,2005
00125,Giorgio,Conti,+394132236333,Chimico,3,2003
00126,Paolo,Bianchi,+392305123087,Capo settore industriale,4,2022
00127,Giorgio,Neri,+395421429219,Chimico,5,2002
00128,Sara,Rossi,+397522873952,Capo settore industriale,4,1999
00129,Anna,Gallo,+395494507827,Chimico,4,2008
00130,Anna,Bianchi,+394188580000,Capo settore industriale,5,2024
00131,Luca,Bianchi,+394883780711,Chimico,5,2007
00132,Francesco,Rossi,+390419945899,Ingegnere,0,2015
00133,Marco,Verdi,+396711695174,Chimico,1,2012
00134,Giorgio,Bianchi,+391064468115,Chimico,0,2005
00135,Francesco,Bianchi,+395358100817,Informatico,3,2009
00136,Giorgio,Lombardi,+393566159841,Informatico,1,2001
00137,Marco,Fontana,+397529983068,Informatico,2,1998
00138,Luca,Neri,+394837397382,Ingegnere,1,2013
00139,Marco,Fontana,+395354605045,Informatico,5,1995
00140,Giorgio,Fontana,+393957088698,Informatico,3,2023
00141,Sara,Conti,+393996703838,Informatico,0,2006
00142,Elena,Gallo,+393929327080,Capo settore industriale,3,2021
00143,Paolo,Conti,+391679031387,Chimico,2,2012
00144,Giorgio,Neri,+391631515186,Chimico,5,2021
00145,Paolo,Verdi,+392899733407,Capo settore industriale,3,2005
00146,Anna,Conti,+395282311781,Ingegnere,1,2009
00147,Anna,Greco,+396566887969,Informatico,4,1999
00148,Paolo,Bianchi,+397393078896,Chimico,2,2015
00149,Marco,Verdi,+398985443902,Capo settore industriale,2,2023
00150,Chiara,Neri,+394398215584,Ingegnere,5,2003
00151,Anna,Conti,+391725993851,Ingegnere,0,2001
00152,Francesco,Verdi,+393833122244,Capo settore industriale,4,2019
00153,Chiara,Lombardi,+395749264238,Chimico,5,2011
00154,Sara,Gallo,+391644803209,Chimico,2,2015
00155,Giorgio,Esposito,+398465562148,Ingegnere,4,2001
00156,Luca,Lombardi,+395605240840,Capo settore industriale,4,2010
00157,Sara,Lombardi,+398565233435,Informatico,4,2020
00158,Chiara,Conti,+390353369637,Ingegnere,4,2015
00159,Chiara,Gallo,+391188659163,Informatico,0,1998
00160,Marco,Conti,+395100169288,Chimico,5,1999
00161,Francesco,Conti,+395385100417,Ingegnere,5,2016
00162,Anna,Greco,+394226869114,Informatico,1,2012
00163,Paolo,Greco,+390941132310,Capo settore industriale,3,2002
00164,Chiara,Fontana,+396689889518,Ingegnere,0,2017
00165,Paolo,Conti,+392748813404,Capo settore industriale,0,2005
00166,Marco,Neri,+398430957957,Capo settore industriale,5,2017
00167,Marco,Neri,+390533874336,Informatico,3,2000
00168,Paolo,Bianchi,+396556842856,Ingegnere,2,2018
00169,Paolo,Esposito,+394193799831,Ingegnere,3,2018
00170,Anna,Verdi,+391352505158,Chimico,5,2006
00171,Giorgio,Bianchi,+396367292199,Informatico,2,2020
00172,Sara,Bianchi,+397834801936,Informatico,2,2015
00173,Elena,Neri,+394186246923,Ingegnere,5,2003
00174,Marco,Verdi,+396623748360,Informatico,1,2021
00175,Marco,Verdi,+399407973312,Ingegnere,0,2003
00176,Sara,Verdi,+399559060202,Informatico,1,2018
00177,Sara,Neri,+395878025394,Capo settore industriale,3,2012
00178,Paolo,Verdi,+392297490439,Ingegnere,2,1995
00179,Giorgio,Bianchi,+391584069499,Capo settore industriale,3,2017
00180,Elena,Rossi,+395418509520,Informatico,0,2020
00181,Giulia,Bianchi,+391051904173,Capo settore industriale,0,2011
00182,Sara,Conti,+398457545082,Ingegnere,5,2013
00183,Paolo,Verdi,+394301620871,Ingegnere,5,2024
00184,Luca,Conti,+390946952659,Informatico,1,2021
00185,Marco,Conti,+398363496776,Ingegnere,0,2019
00186,Giulia,Rossi,+393712330809,Informatico,4,2021
00187,Luca,Lombardi,+397786389424,Informatico,0,2012
00188,Francesco,Esposito,+397678916304,Chimico,2,2004
00189,Anna,Fontana,+393655050348,Chimico,5,2017
00190,Chiara,Bianchi,+390977190624,Ingegnere,2,2004
00191,Elena,Bianchi,+398882272053,Ingegnere,4,2011
00192,Anna,Gallo,+399937016250,Chimico,0,2023
00193,Paolo,Verdi,+398749744052,Ingegnere,1,2002
00194,Anna,Verdi,+393919425841,Capo settore industriale,1,2007
00195,Luca,Gallo,+399180129399,Chimico,2,2005
00196,Sara,Fontana,+390716581565,Capo settore industriale,5,2018
00197,Giorgio,Fontana,+392348754456,Chimico,0,2023
00198,Sara,Neri,+390743124522,Informatico,5,1999
00199,Anna,Lombardi,+392038501360,Informatico,4,1997
00200,Giorgio,Bianchi,+393702404966,Ingegnere,2,2017
00201,Paolo,Neri,+397019887936,Ingegnere,1,2013
00202,Giorgio,Conti,+398215493552,Chimico,1,2001
00203,Anna,Conti,+396684597350,Chimico,3,2015
00204,Francesco,Conti,+394369440989,Informatico,3,2015
00205,Giulia,Rossi,+395460380482,Chimico,5,2014
00206,Paolo,Greco,+393292959286,Chimico,4,2008
00207,Elena,Esposito,+396686114232,Capo settore industriale,5,2003
00208,Marco,Gallo,+396558518515,Chimico,3,2011
00209,Anna,Greco,+392716130606,Informatico,4,2024
00210,Francesco,Gallo,+399801636647,Chimico,0,2011
00211,Anna,Conti,+391187810924,Chimico,5,2015
00212,Marco,Verdi,+395567687225,Informatico,5,2019
00213,Francesco,Esposito,+395603588729,Chimico,4,2018
00214,Anna,Esposito,+395068461625,Informatico,1,1999
00215,Marco,Esposito,+397171149757,Chimico,5,2000
00216,Luca,Gallo,+390037863947,Ingegnere,3,2017
00217,Anna,Fontana,+394353197005,Ingegnere,0,2009
00218,Anna,Verdi,+391012317368,Chimico,1,2003
00219,Francesco,Fontana,+396580067136,Chimico,5,2017
00220,Sara,Conti,+397214341964,Capo settore industriale,0,1996
00221,Luca,Lombardi,+392155905340,Informatico,3,1997
00222,Elena,Esposito,+399421482075,Capo settore industriale,2,2010
00223,Luca,Rossi,+392718673899,Chimico,2,2019
00224,Chiara,Greco,+396346297355,Capo settore industriale,0,2016
00225,Giorgio,Verdi,+399348926339,Ingegnere,1,2023
00226,Luca,Fontana,+398723133424,Ingegnere,5,2003
00227,Luca,Conti,+391372351797,Chimico,5,2000
00228,Elena,Fontana,+398916485262,Capo settore industriale,3,2007
00229,Giorgio,Fontana,+397366139070,Informatico,1,2021
00230,Elena,Verdi,+393940535653,Capo settore industriale,1,2012
00231,Chiara,Verdi,+391055826887,Ingegnere,2,1998
00232,Chiara,Rossi,+395477377069,Ingegnere,5,2015
00233,Paolo,Lombardi,+391389312869,Chimico,3,1997
00234,Sara,Verdi,+394882392843,Chimico,0,2016
00235,Chiara,Verdi,+398298548058,Ingegnere,5,1998
00236,Sara,Rossi,+395165597944,Ingegnere,2,2013
00237,Anna,Gallo,+390173175652,Chimico,0,2002
00238,Giulia,Neri,+398416736270,Capo settore industriale,4,2019
00239,Sara,Conti,+395591362187,Capo settore industriale,5,2013
00240,Anna,Lombardi,+396981611053,Ingegnere,5,2003
00241,Sara,Lombardi,+391277505793,Capo settore industriale,1,2015
00242,Giorgio,Gallo,+393481004903,Ingegnere,1,2022
00243,Sara,Bianchi,+392522732636,Chimico,2,2011
00244,Paolo,Conti,+391683927601,Capo settore industriale,4,1999
00245,Chiara,Conti,+397109396313,Capo settore industriale,3,2003
00246,Chiara,Lombardi,+399090917298,Ingegnere,1,2023
00247,Francesco,Conti,+393506007672,Ingegnere,3,2010
00248,Anna,Gallo,+390353071095,Ingegnere,0,2003
00249,Paolo,Greco,+399035355233,Ingegnere,4,1998
00250,Giulia,Bianchi,+399377050703,Ingegnere,4,2013
00251,Marco,Esposito,+390443805947,Ingegnere,3,2023
00252,Sara,Fontana,+395157325472,Informatico,4,2001
00253,Marco,Greco,+398129041931,Chimico,4,2012
00254,Sara,Fontana,+391139520530,Ingegnere,3,2005
00255,Francesco,Bianchi,+392928864452,Ingegnere,0,2013
00256,Francesco,Gallo,+398662744506,Informatico,3,2024
00257,Giorgio,Bianchi,+394855537400,Chimico,2,2024
00258,Paolo,Greco,+399614486176,Chimico,5,2017
00259,Chiara,Fontana,+396747889033,Ingegnere,0,2019
00260,Elena,Bianchi,+390823797670,Chimico,0,1996
00261,Paolo,Neri,+399958793102,Capo settore industriale,4,2012
00262,Marco,Greco,+399017384113,Capo settore industriale,1,2019
00263,Marco,Fontana,+395690465035,Informatico,4,2006
00264,Chiara,Bianchi,+397694111159,Ingegnere,4,2009
00265,Francesco,Verdi,+397334660909,Chimico,0,2009
00266,Chiara,Greco,+394903536989,Chimico,2,2015
00267,Marco,Conti,+390631643362,Capo settore industriale,0,1999
00268,Anna,Gallo,+399038563878,Capo settore industriale,5,2015
00269,Francesco,Greco,+392229314021,Ingegnere,1,2015
00270,Sara,Esposito,+395565168125,Capo settore industriale,5,2005
00271,Francesco,Bianchi,+397190557910,Capo settore industriale,1,2020
00272,Giorgio,Fontana,+393487378924,Capo settore industriale,4,1996
00273,Giulia,Lombardi,+394894203572,Chimico,0,2010
00274,Luca,Verdi,+391501568824,Capo settore industriale,3,1996
00275,Marco,Neri,+391614685932,Capo settore industriale,0,2023
00276,Sara,Lombardi,+393239751397,Capo settore industriale,5,2005
00277,Giulia,Conti,+394305540117,Capo settore industriale,0,2021
00278,Sara,Bianchi,+393303141998,Informatico,5,2023
00279,Marco,Fontana,+393490026459,Capo settore industriale,5,2020
00280,Paolo,Gallo,+396580580329,Capo settore industriale,1,2023
00281,Francesco,Gallo,+393002155037,Chimico,4,2013
00282,Chiara,Gallo,+396938379166,Capo settore industriale,4,2002
00283,Marco,Esposito,+394380380556,Chimico,0,2020
00284,Elena,Bianchi,+398344515836,Capo settore industriale,3,2021
00285,Chiara,Rossi,+399266672272,Chimico,0,2006
00286,Marco,Esposito,+391598145973,Ingegnere,3,2007
00287,Sara,Verdi,+392895792914,Informatico,0,1998
00288,Elena,Lombardi,+396692272293,Chimico,3,2009
00289,Paolo,Bianchi,+396252455593,Informatico,2,2014
00290,Chiara,Lombardi,+394003575887,Capo settore industriale,1,2001
00291,Giulia,Fontana,+396558917073,Capo settore industriale,5,2020
00292,Luca,Esposito,+397748959700,Chimico,5,2013
00293,Giulia,Esposito,+391408929503,Chimico,0,2015
00294,Paolo,Gallo,+398403602816,Chimico,0,2010
00295,Francesco,Rossi,+391599951497,Informatico,1,2004
00296,Chiara,Conti,+394557903091,Ingegnere,1,2010
00297,Elena,Bianchi,+396738029813,Informatico,1,2003
00298,Sara,Neri,+391741733918,Informatico,3,2018
00299,Sara,Esposito,+391264343791,Chimico,5,1998
00300,Giulia,Verdi,+390141969627,Chimico,4,2015
00301,Chiara,Esposito,+397509793992,Ingegnere,5,2002
00302,Francesco,Rossi,+399893593342,Capo settore industriale,0,2010
00303,Luca,Verdi,+392791712078,Informatico,4,2012
00304,Paolo,Rossi,+391679296191,Chimico,3,2014
00305,Marco,Bianchi,+395398254331,Ingegnere,2,2015
00306,Luca,Lombardi,+396636854498,Capo settore industriale,1,2001
00307,Giorgio,Neri,+397658289524,Chimico,3,2012
00308,Sara,Rossi,+399175150485,Ingegnere,3,2015
00309,Sara,Gallo,+396998474164,Chimico,0,2004
00310,Giorgio,Fontana,+396272983158,Ingegnere,3,2017
00311,Anna,Bianchi,+397421201080,Informatico,0,2024
00312,Paolo,Esposito,+399025122559,Capo settore industriale,3,2017
00313,Anna,Neri,+395586589467,Capo settore industriale,1,2021
00314,Francesco,Rossi,+394751395151,Capo settore industriale,0,2011
00315,Paolo,Conti,+395766849463,Capo settore industriale,4,2020
00316,Paolo,Gallo,+395336670702,Informatico,1,2016
00317,Chiara,Greco,+391139399786,Capo settore industriale,5,2007
00318,Giorgio,Esposito,+397518850716,Capo settore industriale,2,2022
00319,Marco,Bianchi,+390755704508,Capo settore industriale,3,2003
00320,Elena,Bianchi,+391279547996,Informatico,3,2015
00321,Giorgio,Conti,+397725035117,Informatico,4,2021
00322,Giulia,Neri,+391735862832,Chimico,1,2001
00323,Chiara,Conti,+398005510167,Informatico,0,2006
00324,Elena,Verdi,+397602863181,Ingegnere,1,2008
00325,Giulia,Fontana,+397319118096,Ingegnere,4,2013
00326,Sara,Verdi,+390871036709,Chimico,2,2001
00327,Elena,Greco,+390937561245,Informatico,3,2001
00328,Giulia,Neri,+391051726497,Chimico,3,2003
00329,Marco,Rossi,+394681699278,Ingegnere,4,2022
00330,Anna,Lombardi,+392893742819,Ingegnere,4,2003
00331,Giulia,Rossi,+391711291053,Ingegnere,0,2018
00332,Giulia,Verdi,+393294044519,Ingegnere,1,2003
00333,Paolo,Greco,+396143444411,Informatico,2,2004
00334,Luca,Gallo,+395874554194,Chimico,2,2011
00335,Giulia,Neri,+390453546084,Ingegnere,2,2008
00336,Marco,Verdi,+394330922920,Chimico,5,2018
00337,Luca,Neri,+395555783911,Informatico,0,1995
00338,Giulia,Rossi,+392439055096,Informatico,5,2010
00339,Chiara,Conti,+398291203476,Ingegnere,3,2007
00340,Francesco,Esposito,+399747447434,Chimico,1,2024
00341,Elena,Bianchi,+399333862961,Chimico,1,2021
00342,Anna,Fontana,+392482909609,Informatico,3,2023
00343,Chiara,Greco,+398796557317,Capo settore industriale,5,2004
00344,Francesco,Lombardi,+394216257084,Chimico,1,1997
00345,Luca,Fontana,+393426720527,Capo settore industriale,2,1997
00346,Giulia,Rossi,+394487806908,Ingegnere,2,2012
00347,Chiara,Rossi,+396026321533,Capo settore industriale,4,1999
00348,Francesco,Neri,+390204670449,Ingegnere,0,1997
00349,Anna,Neri,+391381082700,Capo settore industriale,0,2021
00350,Paolo,Gallo,+392314826036,Chimico,2,2008
00351,Anna,Greco,+397341426427,Informatico,1,2003
00352,Elena,Esposito,+391011089398,Ingegnere,3,2022
00353,Elena,Verdi,+393848067252,Chimico,5,2016
00354,Paolo,Conti,+392050875235,Chimico,5,2019
00355,Chiara,Neri,+393342232025,Chimico,2,2018
00356,Francesco,Greco,+390838540638,Ingegnere,5,2004
00357,Paolo,Rossi,+391246951825,Informatico,2,1999
00358,Luca,Bianchi,+393366206274,Capo settore industriale,3,2000
00359,Elena,Conti,+397209730497,Capo settore industriale,4,2017
00360,Chiara,Rossi,+395112650751,Chimico,2,2006
00361,Anna,Greco,+390776442273,Capo settore industriale,2,2000
00362,Elena,Neri,+396907580758,Chimico,1,2023
00363,Anna,Verdi,+397638212315,Ingegnere,4,2023
00364,Anna,Conti,+390580505982,Informatico,4,2009
00365,Marco,Greco,+392393675236,Capo settore industriale,4,2006
00366,Elena,Greco,+397505132224,Ingegnere,0,1998
00367,Giorgio,Bianchi,+393721830134,Capo settore industriale,1,2004
00368,Luca,Gallo,+394860931451,Capo settore industriale,3,2008
00369,Anna,Neri,+391143526416,Chimico,5,2011
00370,Anna,Lombardi,+391679380597,Ingegnere,3,2014
00371,Paolo,Greco,+391749144671,Chimico,4,2006
00372,Anna,Verdi,+397641327679,Chimico,1,2023
00373,Anna,Rossi,+397493796431,Informatico,0,1998
00374,Elena,Bianchi,+392258924649,Informatico,2,2000
00375,Sara,Rossi,+391625302077,Informatico,2,2009
00376,Francesco,Greco,+394266980839,Chimico,1,1995
00377,Anna,Neri,+397503166464,Chimico,0,1995
00378,Paolo,Rossi,+395206878407,Chimico,2,2014
00379,Marco,Fontana,+390596241976,Capo settore industriale,1,2017
00380,Giorgio,Esposito,+390664568921,Informatico,2,2022
00381,Marco,Verdi,+393046485028,Ingegnere,0,2008
00382,Elena,Esposito,+391836443987,Capo settore industriale,2,1999
00383,Luca,Gallo,+399786652853,Chimico,3,2003
00384,Sara,Esposito,+399948217923,Capo settore industriale,2,2021
00385,Francesco,Lombardi,+396403272194,Capo settore industriale,0,1996
00386,Giulia,Lombardi,+394611835748,Informatico,1,2014
00387,Elena,Verdi,+399632936743,Chimico,5,2013
00388,Chiara,Greco,+390092118135,Chimico,1,2022
00389,Francesco,Verdi,+395132660259,Capo settore industriale,2,1995
00390,Paolo,Verdi,+398303513200,Informatico,0,2019
00391,Giulia,Rossi,+395885929383,Informatico,2,2020
00392,Elena,Rossi,+396243860857,Capo settore industriale,5,2016
00393,Giorgio,Neri,+395632900399,Chimico,3,2005
00394,Giorgio,Bianchi,+394299258424,Ingegnere,2,1999
00395,Giulia,Greco,+391260913575,Capo settore industriale,4,2014
00396,Francesco,Verdi,+391003464613,Chimico,0,2005
00397,Francesco,Esposito,+394991781194,Ingegnere,3,1998
00398,Sara,Gallo,+391581391875,Ingegnere,5,2013
00399,Marco,Esposito,+391554091765,Capo settore industriale,4,2013
00400,Francesco,Greco,+395396347746,Informatico,4,2003
00401,Sara,Neri,+394455980053,Informatico,1,2008
00402,Giorgio,Fontana,+395087773887,Ingegnere,4,2013
00403,Giorgio,Esposito,+390753205244,Chimico,2,2021
00404,Anna,Rossi,+399711996751,Ingegnere,4,2023
00405,Anna,Neri,+395102785843,Informatico,1,2021
00406,Giorgio,Lombardi,+391087302995,Ingegnere,5,2007
00407,Francesco,Bianchi,+396106030192,Capo settore industriale,5,2000
00408,Giorgio,Rossi,+391030545165,Informatico,5,2000
00409,Sara,Lombardi,+390521278920,Ingegnere,0,2013
00410,Giorgio,Conti,+395468504243,Capo settore industriale,1,2020
00411,Elena,Bianchi,+399273680845,Capo settore industriale,4,2017
00412,Paolo,Lombardi,+397990571990,Ingegnere,4,1995
00413,Luca,Greco,+390135731999,Chimico,0,2023
00414,Paolo,Gallo,+399868119308,Chimico,1,2019
00415,Marco,Fontana,+392616487120,Informatico,0,2010
00416,Anna,Fontana,+398620008250,Informatico,4,2015
00417,Luca,Verdi,+392198485501,Chimico,4,2011
00418,Paolo,Esposito,+397784988522,Informatico,5,2012
00419,Francesco,Bianchi,+397163077567,Chimico,0,2024
00420,Luca,Rossi,+396665026221,Ingegnere,1,2024
00421,Elena,Lombardi,+391126209058,Ingegnere,5,2011
00422,Francesco,Esposito,+398733600302,Ingegnere,3,2003
00423,Giorgio,Neri,+399769792946,Informatico,3,1996
00424,Sara,Gallo,+390125372412,Chimico,2,1999
00425,Marco,Esposito,+392157104578,Ingegnere,4,2013
00426,Giulia,Esposito,+397929390230,Chimico,5,2011
00427,Francesco,Lombardi,+392324571820,Chimico,3,2017
00428,Chiara,Bianchi,+398967300023,Chimico,4,2019
00429,Elena,Gallo,+396242961025,Chimico,1,2006
00430,Giorgio,Fontana,+394800503391,Ingegnere,3,2001
00431,Marco,Neri,+394024779189,Informatico,2,2024
00432,Paolo,Esposito,+398145758927,Capo settore industriale,5,2000
00433,Luca,Lombardi,+391673713980,Capo settore industriale,1,2003
00434,Giorgio,Neri,+393284034112,Informatico,2,2011
00435,Sara,Esposito,+391138433403,Ingegnere,3,2003
00436,Chiara,Bianchi,+395447539191,Informatico,1,2020
00437,Paolo,Esposito,+391672472866,Informatico,2,2007
00438,Giulia,Verdi,+390546531256,Informatico,4,1997
00439,Paolo,Lombardi,+390654451153,Chimico,2,2017
00440,Elena,Rossi,+399733180026,Capo settore industriale,0,2023
00441,Chiara,Fontana,+391653135637,Capo settore industriale,0,2000
00442,Elena,Lombardi,+398849711897,Capo settore industriale,1,1997
00443,Luca,Rossi,+399221675501,Capo settore industriale,0,2010
00444,Giulia,Esposito,+394218787149,Capo settore industriale,4,1995
00445,Francesco,Rossi,+391895339315,Informatico,2,2024
00446,Elena,Conti,+390489759546,Informatico,0,2005
00447,Luca,Gallo,+396964707837,Chimico,5,1996
00448,Giulia,Bianchi,+397400964899,Chimico,5,1996
00449,Elena,Neri,+390460771273,Ingegnere,4,1999
00450,Sara,Gallo,+393981335876,Capo settore industriale,1,2006
00451,Giulia,Verdi,+397494028129,Chimico,1,2014
00452,Marco,Lombardi,+396813320004,Informatico,0,2001
00453,Elena,Rossi,+397818562038,Ingegnere,1,2013
00454,Francesco,Gallo,+397414840902,Ingegnere,3,2020
00455,Marco,Gallo,+396762357479,Ingegnere,4,2005
00456,Chiara,Greco,+392681780283,Capo settore industriale,0,2008
00457,Paolo,Rossi,+394840254500,Capo settore industriale,5,2014
00458,Marco,Greco,+394630082273,Informatico,1,2021
00459,Paolo,Greco,+391631235275,Capo settore industriale,1,2009
00460,Luca,Bianchi,+395670471634,Ingegnere,0,2016
00461,Giulia,Gallo,+397945188576,Informatico,1,2017
00462,Chiara,Verdi,+397769848793,Chimico,5,2022
00463,Luca,Gallo,+390565672004,Ingegnere,5,2006
00464,Giulia,Esposito,+392274125464,Chimico,1,2014
00465,Giulia,Esposito,+396464385878,Chimico,1,2020
