ID,Nome,Cognome,Telefono,Professione,Richiami,AnnoInizio
00077,Paolo,Greco,+397903821671,Capo settore industriale,3,2002
00078,Luca,Greco,+391027259024,Chimico,3,2005
00080,Francesco,Rossi,+395793534046,Ingegnere,3,2007
00082,Marco,Fontana,+393289908346,Chimico,3,2016
00083,Elena,Bianchi,+397236864415,Chimico,4,2019
00086,Chiara,Lombardi,+396326613194,Ingegnere,4,2017
00087,Chiara,Bianchi,+392303314621,Informatico,3,2016
00090,Elena,Fontana,+394375185380,Chimico,3,2022
00091,Paolo,Bianchi,+399051352901,Capo settore industriale,4,1998
00094,Francesco,Rossi,+394875172127,Chimico,5,1998
00096,Paolo,Rossi,+395823170525,Capo settore industriale,5,2010
00098,Chiara,Neri,+396427364369,Informatico,3,1997
00099,Anna,Conti,+398048558586,Ingegnere,5,1999
00100,Giorgio,Bianchi,+392689649861,Chimico,3,2021
00101,Sara,Neri,+394496611304,Ingegnere,5,2003
00103,Paolo,Greco,+396091818056,Chimico,5,2000
00105,Giorgio,Verdi,+399244745284,Chimico,3,2000
00107,Giorgio,Lombardi,+394213402593,Capo settore industriale,5,2014
00108,Giulia,Lombardi,+391104021932,Informatico,3,2007
00113,Anna,Lombardi,+393963007534,Ingegnere,3,2018
00116,Francesco,Lombardi,+393201543093,Informatico,5,2004
00117,Marco,Rossi,+398879685105,Informatico,3,2024
00121,Giorgio,Fontana,+398136821124,Informatico,5,1997
00122,Giulia,Gallo,+395498979463,Chimico,4,2018
00124,Sara,Gallo,+395409608911,Capo settore industriale,3,2005
00125,Giorgio,Conti,+394132236333,Chimico,3,2003
00126,Paolo,Bianchi,+392305123087,Capo settore industriale,4,2022
00127,Giorgio,Neri,+395421429219,Chimico,5,2002
00128,Sara,Rossi,+397522873952,Capo settore industriale,4,1999
00129,Anna,Gallo,+395494507827,Chimico,4,2008
00130,Anna,Bianchi,+394188580000,Capo settore industriale,5,2024
00131,Luca,Bianchi,+394883780711,Chimico,5,2007
00135,Francesco,Bianchi,+395358100817,Informatico,3,2009
00139,Marco,Fontana,+395354605045,Informatico,5,1995
00140,Giorgio,Fontana,+393957088698,Informatico,3,2023
00142,Elena,Gallo,+393929327080,Capo settore industriale,3,2021
00144,Giorgio,Neri,+391631515186,Chimico,5,2021
00145,Paolo,Verdi,+392899733407,Capo settore industriale,3,2005
00147,Anna,Greco,+396566887969,Informatico,4,1999
00150,Chiara,Neri,+394398215584,Ingegnere,5,2003
00152,Francesco,Verdi,+393833122244,Capo settore industriale,4,2019
00153,Chiara,Lombardi,+395749264238,Chimico,5,2011
00155,Giorgio,Esposito,+398465562148,Ingegnere,4,2001
00156,Luca,Lombardi,+395605240840,Capo settore industriale,4,2010
00157,Sara,Lombardi,+398565233435,Informatico,4,2020
00158,Chiara,Conti,+390353369637,Ingegnere,4,2015
00160,Marco,Conti,+395100169288,Chimico,5,1999
00161,Francesco,Conti,+395385100417,Ingegnere,5,2016
00163,Paolo,Greco,+390941132310,Capo settore industriale,3,2002
00166,Marco,Neri,+398430957957,Capo settore industriale,5,2017
00167,Marco,Neri,+390533874336,Informatico,3,2000
00169,Paolo,Esposito,+394193799831,Ingegnere,3,2018
00170,Anna,Verdi,+391352505158,Chimico,5,2006
00173,Elena,Neri,+394186246923,Ingegnere,5,2003
00177,Sara,Neri,+395878025394,Capo settore industriale,3,2012
00179,Giorgio,Bianchi,+391584069499,Capo settore industriale,3,2017
00182,Sara,Conti,+398457545082,Ingegnere,5,2013
00183,Paolo,Verdi,+394301620871,Ingegnere,5,2024
00186,Giulia,Rossi,+393712330809,Informatico,4,2021
00189,Anna,Fontana,+393655050348,Chimico,5,2017
00191,Elena,Bianchi,+398882272053,Ingegnere,4,2011
00196,Sara,Fontana,+390716581565,Capo settore industriale,5,2018
00198,Sara,Neri,+390743124522,Informatico,5,1999
00199,Anna,Lombardi,+392038501360,Informatico,4,1997
00203,Anna,Conti,+396684597350,Chimico,3,2015
00204,Francesco,Conti,+394369440989,Informatico,3,2015
00205,Giulia,Rossi,+395460380482,Chimico,5,2014
00206,Paolo,Greco,+393292959286,Chimico,4,2008
00207,Elena,Esposito,+396686114232,Capo settore industriale,5,2003
00208,Marco,Gallo,+396558518515,Chimico,3,2011
00209,Anna,Greco,+392716130606,Informatico,4,2024
00211,Anna,Conti,+391187810924,Chimico,5,2015
00212,Marco,Verdi,+395567687225,Informatico,5,2019
00213,Francesco,Esposito,+395603588729,Chimico,4,2018
00215,Marco,Esposito,+397171149757,Chimico,5,2000
00216,Luca,Gallo,+390037863947,Ingegnere,3,2017
00219,Francesco,Fontana,+396580067136,Chimico,5,2017
00221,Luca,Lombardi,+392155905340,Informatico,3,1997
00226,Luca,Fontana,+398723133424,Ingegnere,5,2003
00227,Luca,Conti,+391372351797,Chimico,5,2000
00228,Elena,Fontana,+398916485262,Capo settore industriale,3,2007
00232,Chiara,Rossi,+395477377069,Ingegnere,5,2015
00233,Paolo,Lombardi,+391389312869,Chimico,3,1997
00235,Chiara,Verdi,+398298548058,Ingegnere,5,1998
00238,Giulia,Neri,+398416736270,Capo settore industriale,4,2019
00239,Sara,Conti,+395591362187,Capo settore industriale,5,2013
00240,Anna,Lombardi,+396981611053,Ingegnere,5,2003
00244,Paolo,Conti,+391683927601,Capo settore industriale,4,1999
00245,Chiara,Conti,+397109396313,Capo settore industriale,3,2003
00247,Francesco,Conti,+393506007672,Ingegnere,3,2010
00249,Paolo,Greco,+399035355233,Ingegnere,4,1998
00250,Giulia,Bianchi,+399377050703,Ingegnere,4,2013
00251,Marco,Esposito,+390443805947,Ingegnere,3,2023
00252,Sara,Fontana,+395157325472,Informatico,4,2001
00253,Marco,Greco,+398129041931,Chimico,4,2012
00254,Sara,Fontana,+391139520530,Ingegnere,3,2005
00256,Francesco,Gallo,+398662744506,Informatico,3,2024
00258,Paolo,Greco,+399614486176,Chimico,5,2017
00261,Paolo,Neri,+399958793102,Capo settore industriale,4,2012
00263,Marco,Fontana,+395690465035,Informatico,4,2006
00264,Chiara,Bianchi,+397694111159,Ingegnere,4,2009
00268,Anna,Gallo,+399038563878,Capo settore industriale,5,2015
00270,Sara,Esposito,+395565168125,Capo settore industriale,5,2005
00272,Giorgio,Fontana,+393487378924,Capo settore industriale,4,1996
00274,Luca,Verdi,+391501568824,Capo settore industriale,3,1996
00276,Sara,Lombardi,+393239751397,Capo settore industriale,5,2005
00278,Sara,Bianchi,+393303141998,Informatico,5,2023
00279,Marco,Fontana,+393490026459,Capo settore industriale,5,2020
00281,Francesco,Gallo,+393002155037,Chimico,4,2013
00282,Chiara,Gallo,+396938379166,Capo settore industriale,4,2002
00284,Elena,Bianchi,+398344515836,Capo settore industriale,3,2021
00286,Marco,Esposito,+391598145973,Ingegnere,3,2007
00288,Elena,Lombardi,+396692272293,Chimico,3,2009
00291,Giulia,Fontana,+396558917073,Capo settore industriale,5,2020
00292,Luca,Esposito,+397748959700,Chimico,5,2013
00298,Sara,Neri,+391741733918,Informatico,3,2018
00299,Sara,Esposito,+391264343791,Chimico,5,1998
00300,Giulia,Verdi,+390141969627,Chimico,4,2015
00301,Chiara,Esposito,+397509793992,Ingegnere,5,2002
00303,Luca,Verdi,+392791712078,Informatico,4,2012
00304,Paolo,Rossi,+391679296191,Chimico,3,2014
00307,Giorgio,Neri,+397658289524,Chimico,3,2012
00308,Sara,Rossi,+399175150485,Ingegnere,3,2015
00310,Giorgio,Fontana,+396272983158,Ingegnere,3,2017
00312,Paolo,Esposito,+399025122559,Capo settore industriale,3,2017
00315,Paolo,Conti,+395766849463,Capo settore industriale,4,2020
00317,Chiara,Greco,+391139399786,Capo settore industriale,5,2007
00319,Marco,Bianchi,+390755704508,Capo settore industriale,3,2003
00320,Elena,Bianchi,+391279547996,Informatico,3,2015
00321,Giorgio,Conti,+397725035117,Informatico,4,2021
00325,Giulia,Fontana,+397319118096,Ingegnere,4,2013
00327,Elena,Greco,+390937561245,Informatico,3,2001
00328,Giulia,Neri,+391051726497,Chimico,3,2003
00329,Marco,Rossi,+394681699278,Ingegnere,4,2022
00330,Anna,Lombardi,+392893742819,Ingegnere,4,2003
00336,Marco,Verdi,+394330922920,Chimico,5,2018
00338,Giulia,Rossi,+392439055096,Informatico,5,2010
00339,Chiara,Conti,+398291203476,Ingegnere,3,2007
00342,Anna,Fontana,+392482909609,Informatico,3,2023
00343,Chiara,Greco,+398796557317,Capo settore industriale,5,2004
00347,Chiara,Rossi,+396026321533,Capo settore industriale,4,1999
00352,Elena,Esposito,+391011089398,Ingegnere,3,2022
00353,Elena,Verdi,+393848067252,Chimico,5,2016
00354,Paolo,Conti,+392050875235,Chimico,5,2019
00356,Francesco,Greco,+390838540638,Ingegnere,5,2004
00358,Luca,Bianchi,+393366206274,Capo settore industriale,3,2000
00359,Elena,Conti,+397209730497,Capo settore industriale,4,2017
00363,Anna,Verdi,+397638212315,Ingegnere,4,2023
00364,Anna,Conti,+390580505982,Informatico,4,2009
00365,Marco,Greco,+392393675236,Capo settore industriale,4,2006
00368,Luca,Gallo,+394860931451,Capo settore industriale,3,2008
00369,Anna,Neri,+391143526416,Chimico,5,2011
00370,Anna,Lombardi,+391679380597,Ingegnere,3,2014
00371,Paolo,Greco,+391749144671,Chimico,4,2006
00383,Luca,Gallo,+399786652853,Chimico,3,2003
00387,Elena,Verdi,+399632936743,Chimico,5,2013
00392,Elena,Rossi,+396243860857,Capo settore industriale,5,2016
00393,Giorgio,Neri,+395632900399,Chimico,3,2005
00395,Giulia,Greco,+391260913575,Capo settore industriale,4,2014
00397,Francesco,Esposito,+394991781194,Ingegnere,3,1998
00398,Sara,Gallo,+391581391875,Ingegnere,5,2013
00399,Marco,Esposito,+391554091765,Capo settore industriale,4,2013
00400,Francesco,Greco,+395396347746,Informatico,4,2003
00402,Giorgio,Fontana,+395087773887,Ingegnere,4,2013
00404,Anna,Rossi,+399711996751,Ingegnere,4,2023
00406,Giorgio,Lombardi,+391087302995,Ingegnere,5,2007
00407,Francesco,Bianchi,+396106030192,Capo settore industriale,5,2000
00408,Giorgio,Rossi,+391030545165,Informatico,5,2000
00411,Elena,Bianchi,+399273680845,Capo settore industriale,4,2017
00412,Paolo,Lombardi,+397990571990,Ingegnere,4,1995
00416,Anna,Fontana,+398620008250,Informatico,4,2015
00417,Luca,Verdi,+392198485501,Chimico,4,2011
00418,Paolo,Esposito,+397784988522,Informatico,5,2012
00421,Elena,Lombardi,+391126209058,Ingegnere,5,2011
00422,Francesco,Esposito,+398733600302,Ingegnere,3,2003
00423,Giorgio,Neri,+399769792946,Informatico,3,1996
00425,Marco,Esposito,+392157104578,Ingegnere,4,2013
00426,Giulia,Esposito,+397929390230,Chimico,5,2011
00427,Francesco,Lombardi,+392324571820,Chimico,3,2017
00428,Chiara,Bianchi,+398967300023,Chimico,4,2019
00430,Giorgio,Fontana,+394800503391,Ingegnere,3,2001
00432,Paolo,Esposito,+398145758927,Capo settore industriale,5,2000
00435,Sara,Esposito,+391138433403,Ingegnere,3,2003
00438,Giulia,Verdi,+390546531256,Informatico,4,1997
00444,Giulia,Esposito,+394218787149,Capo settore industriale,4,1995
00447,Luca,Gallo,+396964707837,Chimico,5,1996
00448,Giulia,Bianchi,+397400964899,Chimico,5,1996
00449,Elena,Neri,+390460771273,Ingegnere,4,1999
00454,Francesco,Gallo,+397414840902,Ingegnere,3,2020
00455,Marco,Gallo,+396762357479,Ingegnere,4,2005
00457,Paolo,Rossi,+394840254500,Capo settore industriale,5,2014
00462,Chiara,Verdi,+397769848793,Chimico,5,2022
00463,Luca,Gallo,+390565672004,Ingegnere,5,2006
00467,Chiara,Fontana,+395846128706,Ingegnere,4,2018
00469,Luca,Bianchi,+393446719642,Capo settore industriale,3,1996
00470,Giulia,Rossi,+390016097338,Capo settore industriale,5,2006
00475,Luca,Esposito,+394774920769,Capo settore industriale,3,2008
00477,Giulia,Verdi,+394710699055,Chimico,4,2024
00478,Luca,Conti,+395347534307,Ingegnere,4,2020
00479,Giulia,Esposito,+395965362216,Informatico,5,2008
00480,Paolo,Rossi,+392753085538,Ingegnere,4,2014
00482,Luca,Esposito,+398323347970,Informatico,4,2008
00483,Francesco,Conti,+397725124355,Capo settore industriale,3,2022
00484,Francesco,Gallo,+392660530939,Informatico,3,2000
00486,Chiara,Gallo,+390930525182,Informatico,5,2016
00487,Sara,Verdi,+396763785559,Ingegnere,3,2022
00492,Francesco,Gallo,+399962083265,Ingegnere,5,2013
00494,Francesco,Verdi,+396707781875,Capo settore industriale,5,2006
00495,Elena,Verdi,+393691257684,Capo settore industriale,4,2016
00497,Anna,Bianchi,+394902785173,Ingegnere,3,2012
00500,Francesco,Verdi,+393000147061,Chimico,4,2017
00501,Marco,Bianchi,+392768039583,Ingegnere,3,2013
00502,Chiara,Fontana,+398343642099,Informatico,3,2002
00503,Giulia,Esposito,+390520789506,Chimico,3,2011
00505,Luca,Neri,+398531320130,Capo settore industriale,4,2007
00506,Sara,Conti,+395843595535,Capo settore industriale,5,1996
00510,Paolo,Verdi,+397681873804,Informatico,4,2008
00516,Giorgio,Greco,+395632433845,Chimico,5,2003
00519,Francesco,Gallo,+394789640576,Capo settore industriale,3,2015
00520,Marco,Lombardi,+394503830952,Capo settore industriale,3,2015
00521,Luca,Neri,+399998724712,Chimico,4,2011
00522,Giorgio,Bianchi,+399364965403,Chimico,4,1995
00523,Luca,Conti,+394298124973,Chimico,4,2014
00525,Anna,Greco,+398343160711,Informatico,4,1996
00526,Giulia,Verdi,+398236621224,Capo settore industriale,5,2003
00527,Anna,Lombardi,+395432714449,Informatico,4,2013
00528,Chiara,Bianchi,+393525019992,Capo settore industriale,3,2002
00531,Marco,Conti,+391393841956,Ingegnere,4,2024
00533,Anna,Rossi,+399458589588,Chimico,5,1998
00535,Sara,Conti,+392862699313,Ingegnere,5,2003
00540,Paolo,Verdi,+393383185969,Informatico,5,2007
00543,Francesco,Fontana,+395619143382,Capo settore industriale,4,2019
00545,Francesco,Gallo,+399379453384,Informatico,5,2012
00546,Giulia,Greco,+399141128090,Ingegnere,3,2017
00550,Chiara,Verdi,+393980605786,Ingegnere,3,1998
00552,Luca,Esposito,+393736519676,Chimico,4,2024
00553,Chiara,Neri,+397702237795,Capo settore industriale,5,2012
00554,Chiara,Verdi,+398872331553,Chimico,5,2012
00555,Francesco,Gallo,+390162045028,Capo settore industriale,3,1998
00556,Sara,Conti,+395359211052,Informatico,5,2016
00557,Chiara,Fontana,+390092122680,Capo settore industriale,3,2021
00561,Sara,Gallo,+399256516733,Ingegnere,5,2012
00562,Elena,Verdi,+398782107991,Ingegnere,3,1997
00564,Marco,Gallo,+392995022603,Capo settore industriale,3,2012
00565,Anna,Verdi,+392747221663,Informatico,5,2017
00566,Anna,Gallo,+399115846462,Informatico,4,2011
00568,Giorgio,Neri,+391590555552,Chimico,5,1996
00569,Giorgio,Verdi,+391068883364,Chimico,4,2006
00570,Giorgio,Greco,+397407426103,Capo settore industriale,3,1999
00575,Chiara,Verdi,+397805872711,Informatico,5,1997
00578,Marco,Neri,+392408543994,Ingegnere,4,1996
00580,Chiara,Bianchi,+390625667898,Informatico,3,2014
00581,Luca,Verdi,+398433882190,Capo settore industriale,5,2015
00584,Chiara,Lombardi,+392271195845,Chimico,5,2016
00585,Giorgio,Esposito,+395008971727,Ingegnere,4,2017
00586,Sara,Greco,+396049358953,Capo settore industriale,4,2002
00587,Francesco,Neri,+396366565846,Ingegnere,3,2023
00588,Sara,Verdi,+392601207354,Chimico,5,2004
00592,Francesco,Esposito,+399825427705,Chimico,5,2007
00594,Sara,Verdi,+393707785729,Ingegnere,5,2016
00595,Paolo,Conti,+398775334900,Ingegnere,5,2012
00596,Chiara,Rossi,+393176753690,Chimico,4,2021
00597,Giorgio,Bianchi,+393836529494,Chimico,5,2017
00599,Sara,Lombardi,+392172207485,Chimico,4,2024
00600,Luca,Gallo,+392030065721,Informatico,3,2022
00604,Sara,Lombardi,+393024062683,Capo settore industriale,4,2015
00606,Giulia,Neri,+396586563249,Informatico,4,2018
00607,Paolo,Gallo,+390416757783,Ingegnere,4,2021
00611,Giulia,Bianchi,+393184837611,Chimico,3,1999
00612,Francesco,Conti,+395357328928,Ingegnere,4,2005
00613,Elena,Neri,+397048466460,Informatico,3,2016
00614,Giorgio,Greco,+395586141049,Ingegnere,4,2001
00616,Elena,Gallo,+399121523142,Ingegnere,3,2009
00617,Marco,Rossi,+396978374380,Capo settore industriale,3,2018
00619,Anna,Esposito,+399936658080,Chimico,5,2008
00620,Marco,Fontana,+396714699733,Capo settore industriale,3,2001
00622,Chiara,Gallo,+399583678302,Capo settore industriale,3,2022
00623,Anna,Rossi,+394036625830,Capo settore industriale,4,2012
00626,Luca,Esposito,+392799796752,Informatico,4,1998
00627,Francesco,Esposito,+391211039549,Ingegnere,3,2022
00629,Luca,Neri,+393144407892,Chimico,4,2019
00631,Luca,Greco,+394078988865,Capo settore industriale,5,2016
00633,Luca,Gallo,+397115292304,Ingegnere,5,1997
00635,Giorgio,Conti,+397937021011,Informatico,5,2013
00636,Anna,Lombardi,+394294200779,Informatico,3,2019
00639,Sara,Bianchi,+395292132679,Ingegnere,5,2013
00641,Giorgio,Fontana,+393255844748,Chimico,3,2016
00642,Anna,Neri,+390794106717,Informatico,3,2022
00643,Sara,Lombardi,+396882770289,Ingegnere,5,2024
00647,Paolo,Rossi,+397940997387,Informatico,4,2003
00648,Sara,Fontana,+395168168158,Chimico,3,2012
00649,Anna,Rossi,+391658211490,Informatico,5,2000
00650,Luca,Conti,+395540329156,Chimico,5,2018
00651,Giulia,Bianchi,+397781553994,Capo settore industriale,4,2002
00654,Sara,Lombardi,+391204602620,Informatico,4,2002
00655,Elena,Gallo,+398541185912,Ingegnere,3,2016
00657,Francesco,Verdi,+398953234750,Chimico,3,2020
00658,Elena,Neri,+393221373750,Chimico,3,2010
00659,Elena,Esposito,+399980438862,Capo settore industriale,5,2017
00660,Giulia,Conti,+391967073168,Capo settore industriale,5,2005
00661,Anna,Lombardi,+392940126578,Informatico,5,2021
00662,Giorgio,Gallo,+391001244297,Capo settore industriale,3,2024
00663,Chiara,Neri,+390315479973,Capo settore industriale,3,2015
00664,Paolo,Esposito,+396618058649,Informatico,5,1998
00665,Giorgio,Rossi,+394642173525,Informatico,5,2018
00670,Giulia,Rossi,+394265299011,Informatico,3,1996
00672,Elena,Fontana,+394482327608,Informatico,5,1999
00674,Chiara,Conti,+391477547180,Ingegnere,3,1999
00675,Elena,Lombardi,+396728387653,Chimico,5,2019
00676,Marco,Greco,+395712747855,Ingegnere,4,1997
00677,Anna,Neri,+398429974069,Informatico,5,2013
00678,Paolo,Gallo,+395821440470,Chimico,5,1995
00679,Paolo,Fontana,+391636051887,Capo settore industriale,3,2009
00684,Chiara,Neri,+397648812645,Ingegnere,5,2006
00685,Elena,Greco,+397856080649,Chimico,3,2000
00688,Elena,Conti,+395393677000,Informatico,4,2019
00690,Giulia,Neri,+391274357219,Chimico,4,2007
00692,Giorgio,Conti,+394536209467,Capo settore industriale,4,2017
00694,Marco,Greco,+399844560471,Capo settore industriale,3,2024
00696,Chiara,Lombardi,+396469655901,Informatico,3,2019
00697,Luca,Neri,+391873471233,Ingegnere,3,1998
00698,Giulia,Conti,+399868902835,Capo settore industriale,5,2000
00699,Giulia,Gallo,+399336504012,Chimico,5,2006
00700,Anna,Lombardi,+396096710818,Informatico,4,2006
00701,Francesco,Rossi,+396392048591,Capo settore industriale,3,2000
00702,Sara,Gallo,+395609149698,Informatico,5,2017
00703,Luca,Esposito,+390716239492,Chimico,4,1996
00705,Giorgio,Fontana,+396243596494,Capo settore industriale,3,2004
00706,Paolo,Neri,+395756312717,Capo settore industriale,5,2000
00707,Luca,Conti,+394143754569,Informatico,3,1996
00708,Francesco,Verdi,+390508152420,Chimico,3,2009
00710,Paolo,Rossi,+398510991587,Chimico,4,2017
00711,Chiara,Bianchi,+391637846789,Informatico,5,1997
00713,Anna,Gallo,+391942772263,Chimico,3,2022
00714,Sara,Lombardi,+396260586369,Ingegnere,5,1997
00716,Sara,Bianchi,+396164331599,Capo settore industriale,5,2013
00717,Chiara,Lombardi,+394840604415,Chimico,3,2008
00718,Elena,Greco,+397718880566,Ingegnere,5,2022
00722,Paolo,Fontana,+393908104000,Capo settore industriale,4,2015
00723,Chiara,Gallo,+399715574655,Informatico,5,2017
00727,Anna,Bianchi,+394035833057,Ingegnere,5,2007
00733,Sara,Neri,+391562582479,Chimico,3,2015
00735,Francesco,Esposito,+398929926787,Informatico,3,2023
00738,Elena,Gallo,+398012199619,Informatico,3,2020
00741,Giorgio,Conti,+391651350587,Chimico,5,1998
00743,Chiara,Bianchi,+399304331960,Ingegnere,5,2018
00745,Elena,Gallo,+394637397395,Ingegnere,4,2020
00748,Elena,Verdi,+396242942429,Chimico,3,2016
00749,Chiara,Verdi,+395376387329,Capo settore industriale,5,2011
00750,Marco,Gallo,+390516413929,Chimico,5,2021
00752,Luca,Greco,+397868360674,Chimico,4,2000
00753,Anna,Verdi,+394587255895,Ingegnere,3,1999
00754,Luca,Verdi,+398612929407,Ingegnere,4,2006
00757,Chiara,Greco,+396478201740,Informatico,3,2009
00762,Giulia,Bianchi,+392279458305,Ingegnere,5,2017
00765,Francesco,Verdi,+398900484561,Capo settore industriale,5,2000
00767,Elena,Rossi,+396838103153,Chimico,4,2013
00768,Elena,Conti,+393159077946,Chimico,4,2005
00769,Giorgio,Bianchi,+394126882777,Ingegnere,5,2019
00770,Marco,Fontana,+391036300609,Chimico,5,2009
00772,Giorgio,Greco,+396372854118,Chimico,4,2017
00773,Paolo,Fontana,+393137873869,Chimico,4,2013
00774,Marco,Rossi,+398279032938,Ingegnere,4,1997
00776,Paolo,Verdi,+395883636757,Informatico,3,2014
00778,Anna,Conti,+397992291641,Chimico,4,2004
00779,Francesco,Greco,+391886009652,Informatico,5,2012
00780,Luca,Greco,+390910065425,Ingegnere,3,2003
00782,Francesco,Rossi,+394212232567,Ingegnere,5,2024
00784,Paolo,Greco,+398370745889,Informatico,4,2023
00787,Francesco,Gallo,+398236054430,Capo settore industriale,5,2003
00789,Francesco,Greco,+393815358261,Chimico,4,2009
00790,Giorgio,Fontana,+399737098960,Capo settore industriale,3,2022
00793,Elena,Bianchi,+392948125432,Capo settore industriale,5,2004
00795,Sara,Conti,+396039187135,Capo settore industriale,3,2020
00796,Marco,Conti,+394526158564,Chimico,4,2021
00797,Francesco,Bianchi,+396263543237,Chimico,5,2017
00799,Giorgio,Neri,+390480549038,Capo settore industriale,3,2002
00800,Chiara,Gallo,+394045186976,Capo settore industriale,3,1997
00803,Giorgio,Fontana,+399745066848,Chimico,5,2011
00804,Chiara,Verdi,+391733220028,Ingegnere,4,2020
00806,Marco,Fontana,+399061247531,Ingegnere,3,2024
00807,Sara,Rossi,+394082732337,Ingegnere,4,2017
00810,Paolo,Verdi,+395406946238,Capo settore industriale,5,2019
00813,Elena,Lombardi,+396799127637,Capo settore industriale,5,2007
00814,Paolo,Neri,+396568683162,Ingegnere,3,2012
00815,Paolo,Conti,+393367400684,Capo settore industriale,5,2019
00817,Paolo,Gallo,+391309175367,Ingegnere,4,2018
00823,Anna,Lombardi,+394381071137,Ingegnere,4,2003
00825,Sara,Conti,+391028051922,Chimico,5,2003
00827,Giorgio,Lombardi,+393216500974,Ingegnere,5,1998
00829,Chiara,Gallo,+390624677268,Ingegnere,3,2016
00832,Elena,Verdi,+390918297239,Chimico,5,2000
00833,Luca,Neri,+390009246698,Ingegnere,3,1995
00835,Giulia,Gallo,+399987583946,Capo settore industriale,5,2017
00837,Giorgio,Verdi,+396185666839,Chimico,5,2021
00841,Sara,Esposito,+397909647430,Informatico,5,2009
00844,Sara,Fontana,+393969081546,Chimico,5,1997
00845,Giulia,Rossi,+398599171316,Capo settore industriale,5,2000
00847,Sara,Conti,+397547809936,Ingegnere,4,2002
00850,Chiara,Gallo,+396945890085,Ingegnere,5,2001
00851,Giulia,Rossi,+398348312021,Ingegnere,3,2002
00852,Chiara,Fontana,+396866362709,Ingegnere,3,2011
00854,Anna,Esposito,+396117133206,Chimico,5,2002
00858,Paolo,Neri,+393104411464,Informatico,3,2020
00859,Paolo,Conti,+393125586920,Chimico,4,2016
00860,Marco,Conti,+398603350544,Informatico,5,2020
00862,Giulia,Esposito,+394626565089,Ingegnere,4,2018
00866,Anna,Neri,+391920273880,Capo settore industriale,5,2019
00868,Marco,Greco,+398984599105,Capo settore industriale,3,2006
00873,Marco,Lombardi,+393050187243,Ingegnere,5,2017
00874,Chiara,Greco,+394212012479,Informatico,3,2022
00875,Anna,Verdi,+398470177738,Capo settore industriale,3,2011
00878,Anna,Bianchi,+391884464624,Ingegnere,3,2001
00881,Francesco,Gallo,+396801038777,Capo settore industriale,5,2007
00882,Francesco,Conti,+396771480053,Ingegnere,3,2005
00883,Giulia,Lombardi,+398789549911,Informatico,5,2012
00884,Luca,Gallo,+393055564915,Informatico,5,1995
00886,Francesco,Rossi,+394459340555,Capo settore industriale,3,2001
00887,Francesco,Fontana,+391397957289,Capo settore industriale,5,2009
00889,Marco,Verdi,+392396479404,Ingegnere,4,2018
00892,Giulia,Neri,+395069188199,Chimico,5,2000
00894,Giulia,Gallo,+392883387930,Ingegnere,3,2022
00896,Sara,Fontana,+399240076355,Informatico,5,2008
